"S_N0				",USER_LATITUDE,USER_LONGITUDE,USER_LOCATION,STATION NAME,OUTPUT_LATITUDE,OUTPUT_LONGITUDE,STATION_LOCATION,Distance
698,20.41019,-158.315765,"(20.41019, -158.315765)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",103.94701391378294 km
699,20.41221,-157.795593,"(20.41221, -157.795593)",Kapiolani Community College Parking,21.27096,-157.79942,"(21.270960000000002, -157.79942)",95.07733267776503 km
700,20.41358,-159.178048,"(20.41358, -159.178048)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",149.68693123005727 km
701,20.41431,-155.930462,"(20.41431, -155.930462)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",24.365518852059086 km
702,20.41442,-156.145424,"(20.41442, -156.145424)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",41.23324083547628 km
703,20.41664,-157.426907,"(20.41664, -157.426907)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",65.99829183278021 km
704,20.41684,-156.244699,"(20.41684, -156.244699)",Four Seasons Maui (Wailea),20.6802398,-156.44246,"(20.680239800000003, -156.44246)",35.71649071238004 km
705,20.41751,-157.40631,"(20.41751, -157.40631000000002)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",64.15632601733886 km
706,20.41801,-158.282021,"(20.41801, -158.282021)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",102.46738871246633 km
707,20.41971,-155.713256,"(20.419710000000002, -155.713256)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",22.903157873420188 km
708,20.42164,-157.772942,"(20.42164, -157.772942)",Kapiolani Community College Parking,21.27096,-157.79942,"(21.270960000000002, -157.79942)",94.07287780288466 km
709,20.42297,-159.427121,"(20.42297, -159.427121)",Marriott's Waiohai Beach Club,21.87506,-159.456768,"(21.87506, -159.45676799999998)",160.80345738293727 km
710,20.42406,-158.885958,"(20.42406, -158.88595800000002)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",128.11068591602458 km
711,20.42482,-157.17919,"(20.42482, -157.17918999999998)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",45.85947483522216 km
712,20.42831,-155.970618,"(20.42831, -155.970618)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",28.092136976771258 km
713,20.43038,-156.032124,"(20.43038, -156.032124)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",32.65908045872722 km
714,20.43175,-156.032611,"(20.43175, -156.032611)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",32.79924504583276 km
715,20.43403,-156.589505,"(20.43403, -156.589505)",Four Seasons Maui (Wailea),20.6802398,-156.44246,"(20.680239800000003, -156.44246)",31.274743173940177 km
716,20.43612,-156.506292,"(20.436120000000003, -156.506292)",Four Seasons Maui (Wailea),20.6802398,-156.44246,"(20.680239800000003, -156.44246)",27.834356012825932 km
717,20.43631,-158.65645,"(20.43631, -158.65645)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",113.63471819935347 km
718,20.43685,-157.374831,"(20.43685, -157.374831)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",60.23572263298179 km
719,20.43719,-156.216142,"(20.43719, -156.216142)",Four Seasons Maui (Wailea),20.6802398,-156.44246,"(20.680239800000003, -156.44246)",35.79056075698531 km
720,20.44019,-157.337794,"(20.44019, -157.337794)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",56.863208615616614 km
721,20.4405,-157.754623,"(20.4405, -157.754623)",Kapiolani Community College Parking,21.27096,-157.79942,"(21.270960000000002, -157.79942)",92.06263666388247 km
722,20.44152,-157.430967,"(20.44152, -157.43096699999998)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",64.89358733140509 km
723,20.44201,-158.920812,"(20.44201, -158.920812)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",128.8658898896727 km
724,20.44339,-158.822628,"(20.44339, -158.822628)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",122.39916602701835 km
725,20.44625,-155.900537,"(20.44625, -155.900537)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",25.999788266452953 km
726,20.44748,-157.641868,"(20.44748, -157.641868)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",84.26069737507656 km
727,20.44763,-158.152728,"(20.44763, -158.152728)",Honolulu Zoo Parking Lot (Currently DOWN),21.2716382,-157.8213834,"(21.271638199999998, -157.8213834)",97.52920941878189 km
728,20.4488,-155.077146,"(20.4488, -155.077146)",Waimea KTA,20.02252,-155.66733,"(20.02252, -155.66733)",77.65371842616226 km
729,20.44901,-158.2898,"(20.44901, -158.2898)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",99.22215777145234 km
730,20.45029,-157.758834,"(20.45029, -157.758834)",Kapiolani Community College Parking,21.27096,-157.79942,"(21.270960000000002, -157.79942)",90.95878476252608 km
731,20.45095,-159.180816,"(20.45095, -159.180816)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",147.11609873378936 km
732,20.45302,-155.797258,"(20.453020000000002, -155.797258)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",24.634442602646732 km
733,20.45314,-158.985121,"(20.453139999999998, -158.985121)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",132.37226639483507 km
734,20.45579,-157.658199,"(20.45579, -157.658199)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",85.48504560023976 km
735,20.45651,-155.859614,"(20.45651, -155.859614)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",25.727462769068765 km
736,20.4575,-158.623572,"(20.4575, -158.623572)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",109.92747007030208 km
737,20.45756,-155.509032,"(20.45756, -155.50903200000002)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",39.595599660081234 km
738,20.45891,-159.232031,"(20.45891, -159.232031)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",150.58022107392077 km
739,20.4615,-155.762418,"(20.4615, -155.762418)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",25.90105055884838 km
740,20.4645,-155.17533,"(20.4645, -155.17533)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",70.3793211851797 km
741,20.46456,-155.022903,"(20.464560000000002, -155.022903)",Kamaaina Nissan,19.72637,-155.05767,"(19.726370000000003, -155.05767)",81.80253719778841 km
742,20.4649,-156.327764,"(20.4649, -156.327764)",Four Seasons Maui (Wailea),20.6802398,-156.44246,"(20.680239800000003, -156.44246)",26.671747256834298 km
743,20.46506,-157.821481,"(20.46506, -157.821481)",Kapiolani Community College Parking,21.27096,-157.79942,"(21.270960000000002, -157.79942)",89.25501246468237 km
744,20.46582,-157.945815,"(20.46582, -157.94581499999998)",Honolulu Zoo Parking Lot (Currently DOWN),21.2716382,-157.8213834,"(21.271638199999998, -157.8213834)",90.15115971009912 km
745,20.46588,-157.138784,"(20.46588, -157.13878400000002)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",39.6687813290751 km
746,20.46765,-158.95305,"(20.46765, -158.95305)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",128.9321252862842 km
747,20.46803,-156.778522,"(20.46803, -156.778522)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",32.776053344254954 km
748,20.46865,-158.456666,"(20.46865, -158.45666599999998)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",101.65721351952777 km
749,20.46865,-157.818859,"(20.46865, -157.818859)",Kapiolani Community College Parking,21.27096,-157.79942,"(21.270960000000002, -157.79942)",88.85106404460474 km
750,20.46964,-158.615713,"(20.46964, -158.615713)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",108.35540445902338 km
751,20.47097,-157.060217,"(20.47097, -157.060217)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",34.5426715646925 km
752,20.47113,-156.008635,"(20.47113, -156.008635)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",34.27264431318577 km
753,20.47125,-155.4709,"(20.47125, -155.4709)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",43.654251767480936 km
754,20.47307,-156.923864,"(20.47307, -156.92386399999998)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",29.947493474778202 km
755,20.47356,-155.302612,"(20.47356, -155.302612)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",58.6792758468916 km
756,20.47366,-156.860796,"(20.47366, -156.860796)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",29.983200696399244 km
757,20.47863,-156.709835,"(20.47863, -156.709835)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",35.10065572713942 km
758,20.48044,-159.535397,"(20.480439999999998, -159.535397)",Marriott's Waiohai Beach Club,21.87506,-159.456768,"(21.87506, -159.45676799999998)",154.6271989411121 km
759,20.48311,-156.265826,"(20.48311, -156.265826)",Four Seasons Maui (Wailea),20.6802398,-156.44246,"(20.680239800000003, -156.44246)",28.555867649091443 km
760,20.48501,-156.443948,"(20.48501, -156.443948)",Four Seasons Maui (Wailea),20.6802398,-156.44246,"(20.680239800000003, -156.44246)",21.61476975857819 km
761,20.48563,-155.298689,"(20.48563, -155.298689)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",59.662526367468594 km
762,20.48723,-157.278538,"(20.48723, -157.278538)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",48.80252062604229 km
763,20.48797,-155.255222,"(20.48797, -155.255222)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",63.81139677734469 km
764,20.48931,-158.743421,"(20.48931, -158.74342099999998)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",113.4565210274294 km
765,20.49001,-155.457997,"(20.49001, -155.457997)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",45.994832411158825 km
766,20.49178,-157.818122,"(20.49178, -157.818122)",Kapiolani Community College Parking,21.27096,-157.79942,"(21.270960000000002, -157.79942)",86.2892501940807 km
767,20.49201,-155.72064,"(20.49201, -155.72064)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",30.1683552433083 km
768,20.49211,-159.496325,"(20.49211, -159.496325)",Marriott's Waiohai Beach Club,21.87506,-159.456768,"(21.87506, -159.45676799999998)",153.1745641934882 km
769,20.49315,-159.086697,"(20.49315, -159.086697)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",136.70777958756085 km
770,20.49331,-156.286061,"(20.49331, -156.28606100000002)",Four Seasons Maui (Wailea),20.6802398,-156.44246,"(20.680239800000003, -156.44246)",26.346827199361233 km
771,20.4945,-155.374249,"(20.4945, -155.374249)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",53.37535768878884 km
772,20.49799,-158.759945,"(20.497989999999998, -158.759945)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",113.66309207541435 km
773,20.49996,-159.393212,"(20.49996, -159.393212)",Grand Hyatt Kauai,21.87553,-159.43973,"(21.875529999999998, -159.43973)",152.37902050656731 km
774,20.50106,-159.082645,"(20.50106, -159.08264499999999)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",135.80242576439056 km
775,20.50223,-157.897582,"(20.502229999999997, -157.897582)",Honolulu Zoo Parking Lot (Currently DOWN),21.2716382,-157.8213834,"(21.271638199999998, -157.8213834)",85.55361913971774 km
776,20.50272,-155.41772,"(20.50272, -155.41772)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",50.1798408213095 km
777,20.50495,-158.870001,"(20.50495, -158.870001)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",120.12169325475908 km
778,20.50507,-157.851415,"(20.50507, -157.851415)",Honolulu Zoo Parking Lot (Currently DOWN),21.2716382,-157.8213834,"(21.271638199999998, -157.8213834)",84.92855308145744 km
779,20.50703,-157.080711,"(20.50703, -157.080711)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",32.35001243053637 km
780,20.50821,-156.601762,"(20.508210000000002, -156.601762)",Four Seasons Maui (Wailea),20.6802398,-156.44246,"(20.680239800000003, -156.44246)",25.269216551471427 km
781,20.5095,-159.469029,"(20.5095, -159.469029)",Marriott's Waiohai Beach Club,21.87506,-159.456768,"(21.87506, -159.45676799999998)",151.19958206027792 km
782,20.50975,-157.521309,"(20.50975, -157.521309)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",70.0068044936934 km
783,20.51077,-156.267762,"(20.51077, -156.267762)",Four Seasons Maui (Wailea),20.6802398,-156.44246,"(20.680239800000003, -156.44246)",26.147606734114763 km
784,20.51126,-155.622694,"(20.51126, -155.622694)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",36.28278365837685 km
785,20.51235,-158.17129,"(20.51235, -158.17129)","Costco Wholesale, Kapolei (Broken)",21.32674,-158.08756,"(21.32674, -158.08756)",90.58571498604891 km
786,20.51273,-155.706441,"(20.512729999999998, -155.70644099999998)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",32.79603216427756 km
787,20.51298,-157.435798,"(20.51298, -157.435798)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",61.65753802927414 km
788,20.51338,-155.276801,"(20.513379999999998, -155.276801)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",63.14639206195028 km
789,20.51525,-158.92711,"(20.51525, -158.92711)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",123.21448958114873 km
790,20.51557,-157.891835,"(20.51557, -157.89183500000001)",Honolulu Zoo Parking Lot (Currently DOWN),21.2716382,-157.8213834,"(21.271638199999998, -157.8213834)",84.02890350048911 km
791,20.51712,-156.843647,"(20.517120000000002, -156.843647)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",25.54318886074281 km
792,20.51773,-156.07455,"(20.51773, -156.07455)",Four Seasons Maui (Wailea),20.6802398,-156.44246,"(20.680239800000003, -156.44246)",42.36334472570536 km
793,20.51786,-155.330271,"(20.51786, -155.330271)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",58.63145317118337 km
794,20.51806,-156.232771,"(20.518060000000002, -156.23277099999999)",Four Seasons Maui (Wailea),20.6802398,-156.44246,"(20.680239800000003, -156.44246)",28.28800095983361 km
795,20.51873,-158.924928,"(20.518729999999998, -158.924928)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",122.7770568778905 km
796,20.51923,-156.863373,"(20.51923, -156.863373)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",24.9466664951777 km
797,20.5207,-157.439314,"(20.5207, -157.439314)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",61.64515241539955 km
798,20.5212,-156.724631,"(20.5212, -156.72463100000002)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",30.352046071389406 km
799,20.5267,-159.510003,"(20.5267, -159.510003)",Marriott's Waiohai Beach Club,21.87506,-159.456768,"(21.87506, -159.45676799999998)",149.3922799452907 km
800,20.52963,-156.150875,"(20.529629999999997, -156.150875)",Four Seasons Maui (Wailea),20.6802398,-156.44246,"(20.680239800000003, -156.44246)",34.6684782363919 km
801,20.52987,-158.913035,"(20.529870000000003, -158.913035)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",121.02943776622031 km
802,20.53188,-158.086043,"(20.531879999999997, -158.086043)",Honolulu Zoo Parking Lot (Currently DOWN),21.2716382,-157.8213834,"(21.271638199999998, -157.8213834)",86.40735071883687 km
803,20.53233,-156.782095,"(20.532329999999998, -156.782095)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",26.142558236431675 km
804,20.53357,-158.423704,"(20.53357, -158.42370400000001)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",93.73047022309534 km
805,20.53448,-159.225909,"(20.53448, -159.225909)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",144.82815404223214 km
806,20.53486,-155.298175,"(20.534860000000002, -155.298175)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",62.465302588667114 km
807,20.536,-158.384991,"(20.535999999999998, -158.38499099999999)",Marriott's Ko Olina Beach Club,21.33114,-158.121542,"(21.331139999999998, -158.121542)",92.20110561585149 km
808,20.53606,-155.529077,"(20.53606, -155.529077)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",44.22735756257005 km
809,20.53659,-157.907368,"(20.53659, -157.907368)",Honolulu Zoo Parking Lot (Currently DOWN),21.2716382,-157.8213834,"(21.271638199999998, -157.8213834)",81.87161313341417 km
810,20.54104,-156.051956,"(20.54104, -156.05195600000002)",Kulamalu Center,20.82162,-156.32967,"(20.821620000000003, -156.32967)",42.452161042981444 km
811,20.54307,-157.18761,"(20.54307, -157.18761)",Four Seasons Hotel at Manele Bay,20.74236,-156.89673,"(20.74236, -156.89673)",37.49359313846828 km
812,20.5435,-155.367219,"(20.5435, -155.367219)",Hawaii Palm Properties in Hawi,20.23055,-155.80206,"(20.23055, -155.80206)",57.103891986017935 km
